C:\Users\jonathans\PycharmProjects\PSSEDYN\out_dyntools_demo_bus154_fault.out
                     1              4       
       0.816666              0              0
          0.825              0              0
       0.833333              0              0
       0.841666              0              0
           0.85              0              0
       0.858333              0              0
       0.866666              0              0
          0.875              0              0
       0.883333              0              0
       0.891666              0              0
       0.899999              0              0
       0.908333              0              0
       0.916666              0              0
       0.924999              0              0
       0.933333              0              0
       0.941666              0              0
       0.949999              0              0
       0.958333              0              0
       0.966666              0              0
       0.974999              0              0
       0.983333              0              0
       0.991666              0              0
       0.999999              0              0
        1.00833              0              0
        1.01667              0              0
          1.025              0              0
        1.03333              0              0
        1.04167              0              0
           1.05              0              0
        1.05833              0              0
        1.06667              0              0
          1.075              0              0
        1.08333              0              0
        1.09167              0              0
            1.1              0              0
        1.10833              0              0
        1.11667              0              0
          1.125              0              0
        1.13333              0              0
        1.14167              0              0
           1.15              0              0
        1.15833              0              0
        1.16667              0              0
          1.175              0              0
        1.18333              0              0
        1.19167              0              0
            1.2              0              0
        1.20833              0              0
        1.21667              0              0
          1.225              0              0
        1.23333              0              0
        1.24167              0              0
           1.25              0              0
        1.25833              0              0
        1.26667              0              0
          1.275              0              0
        1.28333              0              0
        1.29167              0              0
            1.3              0              0
        1.30833              0              0
        1.31667              0              0
          1.325              0              0
        1.33333              0              0
        1.34167              0              0
           1.35              0              0
        1.35833              0              0
        1.36667              0              0
          1.375              0              0
        1.38333              0              0
        1.39167              0              0
            1.4              0              0
        1.40833              0              0
        1.41667              0              0
          1.425              0              0
        1.43333              0              0
        1.44167              0              0
           1.45              0              0
        1.45833              0              0
        1.46667              0              0
          1.475              0              0
        1.48333              0              0
        1.49167              0              0
            1.5              0              0
        1.50833              0              0
        1.51667              0              0
          1.525              0              0
        1.53333              0              0
        1.54167              0              0
           1.55              0              0
        1.55833              0              0
        1.56667              0              0
          1.575              0              0
        1.58333              0              0
        1.59167              0              0
            1.6              0              0
        1.60833              0              0
        1.61667              0              0
          1.625              0              0
        1.63333              0              0
        1.64167              0              0
           1.65              0              0
        1.65833              0              0
        1.66667              0              0
          1.675              0              0
        1.68333              0              0
        1.69167              0              0
            1.7              0              0
        1.70833              0              0
        1.71667              0              0
          1.725              0              0
        1.73333              0              0
        1.74167              0              0
           1.75              0              0
        1.75833              0              0
        1.76667              0              0
          1.775              0              0
        1.78333              0              0
        1.79167              0              0
            1.8              0              0
        1.80833              0              0
        1.81667              0              0
          1.825              0              0
        1.83333              0              0
        1.84167              0              0
           1.85              0              0
        1.85833              0              0
        1.86667              0              0
          1.875              0              0
        1.88333              0              0
        1.89167              0              0
            1.9              0              0
        1.90833              0              0
        1.91667              0              0
          1.925              0              0
        1.93333              0              0
        1.94167              0              0
           1.95              0              0
        1.95833              0              0
        1.96667              0              0
          1.975              0              0
        1.98333              0              0
        1.99167              0              0
              2              0              0
        2.00833              0              0
        2.01667              0              0
          2.025              0              0
        2.03333              0              0
        2.04167              0              0
           2.05              0              0
        2.05833              0              0
        2.06667              0              0
          2.075              0              0
        2.08333              0              0
        2.09167              0              0
            2.1              0              0
        2.10833              0              0
        2.11667              0              0
          2.125              0              0
        2.13333              0              0
        2.14167              0              0
           2.15              0              0
        2.15833              0              0
        2.16667              0              0
          2.175              0              0
        2.18333              0              0
        2.19167              0              0
            2.2              0              0
        2.20833              0              0
        2.21667              0              0
          2.225              0              0
        2.23333              0              0
        2.24167              0              0
           2.25              0              0
        2.25834              0              0
        2.26667              0              0
          2.275              0              0
        2.28334              0              0
        2.29167              0              0
            2.3              0              0
        2.30834              0              0
        2.31667              0              0
          2.325              0              0
        2.33334              0              0
        2.34167              0              0
           2.35              0              0
        2.35834              0              0
        2.36667              0              0
          2.375              0              0
        2.38334              0              0
        2.39167              0              0
            2.4              0              0
        2.40834              0              0
        2.41667              0              0
          2.425              0              0
        2.43334              0              0
        2.44167              0              0
           2.45              0              0
        2.45834              0              0
        2.46667              0              0
          2.475              0              0
        2.48334              0              0
        2.49167              0              0
        2.50001              0              0
        2.50834              0              0
        2.51667              0              0
        2.52501              0              0
        2.53334              0              0
        2.54167              0              0
        2.55001              0              0
        2.55834              0              0
        2.56667              0              0
        2.57501              0              0
        2.58334              0              0
        2.59167              0              0
        2.60001              0              0
        2.60834              0              0
        2.61667              0              0
        2.62501              0              0
        2.63334              0              0
        2.64167              0              0
        2.65001              0              0
        2.65834              0              0
        2.66667              0              0
        2.67501              0              0
        2.68334              0              0
        2.69167              0              0
        2.70001              0              0
        2.70834              0              0
        2.71667              0              0
        2.72501              0              0
        2.73334              0              0
        2.74167              0              0
        2.75001              0              0
        2.75834              0              0
        2.76668              0              0
        2.77501              0              0
        2.78334              0              0
        2.79168              0              0
        2.80001              0              0
        2.80834              0              0
        2.81668              0              0
        2.82501              0              0
        2.83334              0              0
        2.84168              0              0
        2.85001              0              0
        2.85834              0              0
        2.86668              0              0
        2.87501              0              0
        2.88334              0              0
        2.89168              0              0
        2.90001              0              0
        2.90834              0              0
        2.91668              0              0
        2.92501              0              0
        2.93334              0              0
        2.94168              0              0
        2.95001              0              0
        2.95834              0              0
        2.96668              0              0
        2.97501              0              0
        2.98334              0              0
        2.99168              0              0
        3.00001              0              0
        3.00835              0              0
        3.01668              0              0
        3.02501              0              0
        3.03335              0              0
        3.04168              0              0
        3.05001              0              0
        3.05835              0              0
        3.06668              0              0
        3.07501              0              0
        3.08335              0              0
        3.09168              0              0
        3.10001              0              0
        3.10835              0              0
        3.11668              0              0
        3.12501              0              0
        3.13335              0              0
        3.14168              0              0
        3.15001              0              0
        3.15835              0              0
        3.16668              0              0
        3.17501              0              0
        3.18335              0              0
        3.19168              0              0
        3.20001              0              0
        3.20835              0              0
        3.21668              0              0
        3.22501              0              0
        3.23335              0              0
        3.24168              0              0
        3.25002              0              0
        3.25835              0              0
        3.26668              0              0
        3.27502              0              0
        3.28335              0              0
        3.29168              0              0
        3.30002              0              0
        3.30835              0              0
        3.31668              0              0
        3.32502              0              0
        3.33335              0              0
        3.34168              0              0
        3.35002              0              0
        3.35835              0              0
        3.36668              0              0
        3.37502              0              0
        3.38335              0              0
        3.39168              0              0
        3.40002              0              0
        3.40835              0              0
        3.41668              0              0
        3.42502              0              0
        3.43335              0              0
        3.44168              0              0
        3.45002              0              0
        3.45835              0              0
        3.46668              0              0
        3.47502              0              0
        3.48335              0              0
        3.49168              0              0
        3.50002              0              0
        3.50835              0              0
        3.51669              0              0
        3.52502              0              0
        3.53335              0              0
        3.54169              0              0
        3.55002              0              0
        3.55835              0              0
        3.56669              0              0
        3.57502              0              0
        3.58335              0              0
        3.59169              0              0
        3.60002              0              0
        3.60835              0              0
        3.61669              0              0
        3.62502              0              0
        3.63335              0              0
        3.64169              0              0
        3.65002              0              0
        3.65835              0              0
        3.66669              0              0
        3.67502              0              0
        3.68335              0              0
        3.69169              0              0
        3.70002              0              0
        3.70835              0              0
        3.71669              0              0
        3.72502              0              0
        3.73335              0              0
        3.74169              0              0
        3.75002              0              0
        3.75836              0              0
        3.76669              0              0
        3.77502              0              0
        3.78336              0              0
        3.79169              0              0
        3.80002              0              0
        3.80836              0              0
        3.81669              0              0
        3.82502              0              0
        3.83336              0              0
        3.84169              0              0
        3.85002              0              0
        3.85836              0              0
        3.86669              0              0
        3.87502              0              0
        3.88336              0              0
        3.89169              0              0
        3.90002              0              0
        3.90836              0              0
        3.91669              0              0
        3.92502              0              0
        3.93336              0              0
        3.94169              0              0
        3.95002              0              0
        3.95836              0              0
        3.96669              0              0
        3.97502              0              0
        3.98336              0              0
        3.99169              0              0
        4.00002              0              0
        4.00836              0              0
        4.01669              0              0
        4.02502              0              0
        4.03336              0              0
        4.04169              0              0
        4.05002              0              0
        4.05836              0              0
        4.06669              0              0
        4.07502              0              0
        4.08336              0              0
        4.09169              0              0
        4.10002              0              0
        4.10836              0              0
        4.11669              0              0
        4.12502              0              0
        4.13336              0              0
        4.14169              0              0
        4.15002              0              0
        4.15836              0              0
        4.16669              0              0
        4.17502              0              0
        4.18336              0              0
        4.19169              0              0
        4.20002              0              0
        4.20835              0              0
        4.21669              0              0
        4.22502              0              0
        4.23335              0              0
        4.24169              0              0
        4.25002              0              0
        4.25835              0              0
        4.26669              0              0
        4.27502              0              0
        4.28335              0              0
        4.29169              0              0
        4.30002              0              0
        4.30835              0              0
        4.31669              0              0
        4.32502              0              0
        4.33335              0              0
        4.34169              0              0
        4.35002              0              0
        4.35835              0              0
        4.36669              0              0
        4.37502              0              0
        4.38335              0              0
        4.39169              0              0
        4.40002              0              0
        4.40835              0              0
        4.41669              0              0
        4.42502              0              0
        4.43335              0              0
        4.44168              0              0
        4.45002              0              0
        4.45835              0              0
        4.46668              0              0
        4.47502              0              0
        4.48335              0              0
        4.49168              0              0
        4.50002              0              0
        4.50835              0              0
        4.51668              0              0
        4.52502              0              0
        4.53335              0              0
        4.54168              0              0
        4.55002              0              0
        4.55835              0              0
        4.56668              0              0
        4.57502              0              0
        4.58335              0              0
        4.59168              0              0
        4.60002              0              0
        4.60835              0              0
        4.61668              0              0
        4.62502              0              0
        4.63335              0              0
        4.64168              0              0
        4.65001              0              0
        4.65835              0              0
        4.66668              0              0
        4.67501              0              0
        4.68335              0              0
        4.69168              0              0
        4.70001              0              0
        4.70835              0              0
        4.71668              0              0
        4.72501              0              0
        4.73335              0              0
        4.74168              0              0
        4.75001              0              0
        4.75835              0              0
        4.76668              0              0
        4.77501              0              0
        4.78335              0              0
        4.79168              0              0
        4.80001              0              0
        4.80835              0              0
        4.81668              0              0
        4.82501              0              0
        4.83335              0              0
        4.84168              0              0
        4.85001              0              0
        4.85835              0              0
        4.86668              0              0
        4.87501              0              0
        4.88334              0              0
        4.89168              0              0
        4.90001              0              0
        4.90834              0              0
        4.91668              0              0
        4.92501              0              0
        4.93334              0              0
        4.94168              0              0
        4.95001              0              0
        4.95834              0              0
        4.96668              0              0
        4.97501              0              0
        4.98334              0              0
        4.99168              0              0
        5.00001              0              0
        5.00001              0              0
        5.00834              0              0
        5.01668              0              0
        5.02501              0              0
        5.02501              0              0
        5.03334              0              0
        5.04168              0              0
        5.05001              0              0
        5.05834              0              0
        5.06668              0              0
        5.07501              0              0
        5.08334              0              0
        5.09167              0              0
        5.10001              0              0
        5.10834              0              0
        5.11667              0              0
        5.12501              0              0
        5.13334              0              0
        5.14167              0              0
        5.15001              0              0
        5.15834              0              0
        5.16667              0              0
        5.17501              0              0
        5.18334              0              0
        5.19167              0              0
        5.20001              0              0
        5.20834              0              0
        5.21667              0              0
        5.22501              0              0
        5.23334              0              0
        5.24167              0              0
        5.25001              0              0
        5.25834              0              0
        5.26667              0              0
        5.27501              0              0
        5.28334              0              0
        5.29167              0              0
            5.3              0              0
        5.30834              0              0
        5.31667              0              0
          5.325              0              0
        5.33334              0              0
        5.34167              0              0
           5.35              0              0
        5.35834              0              0
        5.36667              0              0
          5.375              0              0
        5.38334              0              0
        5.39167              0              0
            5.4              0              0
        5.40834              0              0
        5.41667              0              0
          5.425              0              0
        5.43334              0              0
        5.44167              0              0
           5.45              0              0
        5.45834              0              0
        5.46667              0              0
          5.475              0              0
        5.48334              0              0
        5.49167              0              0
            5.5              0              0
        5.50834              0              0
        5.51667              0              0
          5.525              0              0
        5.53333              0              0
        5.54167              0              0
           5.55              0              0
        5.55833              0              0
        5.56667              0              0
          5.575              0              0
        5.58333              0              0
        5.59167              0              0
            5.6              0              0
        5.60833              0              0
        5.61667              0              0
          5.625              0              0
        5.63333              0              0
        5.64167              0              0
           5.65              0              0
        5.65833              0              0
        5.66667              0              0
          5.675              0              0
        5.68333              0              0
        5.69167              0              0
            5.7              0              0
        5.70833              0              0
        5.71667              0              0
          5.725              0              0
        5.73333              0              0
        5.74166              0              0
           5.75              0              0
        5.75833              0              0
        5.76666              0              0
          5.775              0              0
        5.78333              0              0
        5.79166              0              0
            5.8              0              0
        5.80833              0              0
        5.81666              0              0
          5.825              0              0
        5.83333              0              0
        5.84166              0              0
           5.85              0              0
        5.85833              0              0
        5.86666              0              0
          5.875              0              0
        5.88333              0              0
        5.89166              0              0
            5.9              0              0
        5.90833              0              0
        5.91666              0              0
          5.925              0              0
        5.93333              0              0
        5.94166              0              0
           5.95              0              0
        5.95833              0              0
        5.96666              0              0
        5.97499              0              0
        5.98333              0              0
        5.99166              0              0
        5.99999              0              0
        6.00833              0              0
        6.01666              0              0
        6.02499              0              0
        6.03333              0              0
        6.04166              0              0
        6.04999              0              0
        6.05833              0              0
        6.06666              0              0
        6.07499              0              0
        6.08333              0              0
        6.09166              0              0
        6.09999              0              0
        6.10833              0              0
        6.11666              0              0
        6.12499              0              0
        6.13333              0              0
        6.14166              0              0
        6.14999              0              0
        6.15833              0              0
        6.16666              0              0
        6.17499              0              0
        6.18332              0              0
        6.19166              0              0
        6.19999              0              0
        6.20832              0              0
        6.21666              0              0
        6.22499              0              0
        6.23332              0              0
        6.24166              0              0
        6.24999              0              0
        6.25832              0              0
        6.26666              0              0
        6.27499              0              0
        6.28332              0              0
        6.29166              0              0
        6.29999              0              0
        6.30832              0              0
        6.31666              0              0
        6.32499              0              0
        6.33332              0              0
        6.34166              0              0
        6.34999              0              0
        6.35832              0              0
        6.36666              0              0
        6.37499              0              0
        6.38332              0              0
        6.39165              0              0
        6.39999              0              0
        6.40832              0              0
        6.41665              0              0
        6.42499              0              0
        6.43332              0              0
        6.44165              0              0
        6.44999              0              0
        6.45832              0              0
        6.46665              0              0
        6.47499              0              0
        6.48332              0              0
        6.49165              0              0
        6.49999              0              0
        6.50832              0              0
        6.51665              0              0
        6.52499              0              0
        6.53332              0              0
        6.54165              0              0
        6.54999              0              0
        6.55832              0              0
        6.56665              0              0
        6.57499              0              0
        6.58332              0              0
        6.59165              0              0
        6.59999              0              0
        6.60832              0              0
        6.61665              0              0
        6.62498              0              0
        6.63332              0              0
        6.64165              0              0
        6.64998              0              0
        6.65832              0              0
        6.66665              0              0
        6.67498              0              0
        6.68332              0              0
        6.69165              0              0
        6.69998              0              0
        6.70832              0              0
        6.71665              0              0
        6.72498              0              0
        6.73332              0              0
        6.74165              0              0
        6.74998              0              0
        6.75832              0              0
        6.76665              0              0
        6.77498              0              0
        6.78332              0              0
        6.79165              0              0
        6.79998              0              0
        6.80832              0              0
        6.81665              0              0
        6.82498              0              0
        6.83331              0              0
        6.84165              0              0
        6.84998              0              0
        6.85831              0              0
        6.86665              0              0
        6.87498              0              0
        6.88331              0              0
        6.89165              0              0
        6.89998              0              0
        6.90831              0              0
        6.91665              0              0
        6.92498              0              0
        6.93331              0              0
        6.94165              0              0
        6.94998              0              0
        6.95831              0              0
        6.96665              0              0
        6.97498              0              0
        6.98331              0              0
        6.99165              0              0
        6.99998              0              0
        7.00831              0              0
        7.01665              0              0
        7.02498              0              0
        7.03331              0              0
        7.04165              0              0
        7.04998              0              0
        7.05831              0              0
        7.06664              0              0
        7.07498              0              0
        7.08331              0              0
        7.09164              0              0
        7.09998              0              0
        7.10831              0              0
        7.11664              0              0
        7.12498              0              0
        7.13331              0              0
        7.14164              0              0
        7.14998              0              0
        7.15831              0              0
        7.16664              0              0
        7.17498              0              0
        7.18331              0              0
        7.19164              0              0
        7.19998              0              0
        7.20831              0              0
        7.21664              0              0
        7.22498              0              0
        7.23331              0              0
        7.24164              0              0
        7.24998              0              0
        7.25831              0              0
        7.26664              0              0
        7.27497              0              0
        7.28331              0              0
        7.29164              0              0
        7.29997              0              0
        7.30831              0              0
        7.31664              0              0
        7.32497              0              0
        7.33331              0              0
        7.34164              0              0
        7.34997              0              0
        7.35831              0              0
        7.36664              0              0
        7.37497              0              0
        7.38331              0              0
        7.39164              0              0
        7.39997              0              0
        7.40831              0              0
        7.41664              0              0
        7.42497              0              0
        7.43331              0              0
        7.44164              0              0
        7.44997              0              0
        7.45831              0              0
        7.46664              0              0
        7.47497              0              0
         7.4833              0              0
        7.49164              0              0
        7.49997              0              0
         7.5083              0              0
        7.51664              0              0
        7.52497              0              0
         7.5333              0              0
        7.54164              0              0
        7.54997              0              0
         7.5583              0              0
        7.56664              0              0
        7.57497              0              0
         7.5833              0              0
        7.59164              0              0
        7.59997              0              0
         7.6083              0              0
        7.61664              0              0
        7.62497              0              0
         7.6333              0              0
        7.64164              0              0
        7.64997              0              0
         7.6583              0              0
        7.66664              0              0
        7.67497              0              0
         7.6833              0              0
        7.69164              0              0
        7.69997              0              0
         7.7083              0              0
        7.71663              0              0
        7.72497              0              0
         7.7333              0              0
        7.74163              0              0
        7.74997              0              0
         7.7583              0              0
        7.76663              0              0
        7.77497              0              0
         7.7833              0              0
        7.79163              0              0
        7.79997              0              0
         7.8083              0              0
        7.81663              0              0
        7.82497              0              0
         7.8333              0              0
        7.84163              0              0
        7.84997              0              0
         7.8583              0              0
        7.86663              0              0
        7.87497              0              0
         7.8833              0              0
        7.89163              0              0
        7.89997              0              0
         7.9083              0              0
        7.91663              0              0
        7.92496              0              0
         7.9333              0              0
        7.94163              0              0
        7.94996              0              0
         7.9583              0              0
        7.96663              0              0
        7.97496              0              0
         7.9833              0              0
        7.99163              0              0
        7.99996              0              0
         8.0083              0              0
        8.01663              0              0
        8.02496              0              0
         8.0333              0              0
        8.04163              0              0
        8.04996              0              0
         8.0583              0              0
        8.06663              0              0
        8.07496              0              0
         8.0833              0              0
        8.09163              0              0
        8.09996              0              0
         8.1083              0              0
        8.11663              0              0
        8.12496              0              0
         8.1333              0              0
        8.14163              0              0
        8.14996              0              0
        8.15829              0              0
        8.16663              0              0
        8.17496              0              0
        8.18329              0              0
        8.19163              0              0
        8.19996              0              0
        8.20829              0              0
        8.21663              0              0
        8.22496              0              0
        8.23329              0              0
        8.24163              0              0
        8.24996              0              0
        8.25829              0              0
        8.26663              0              0
        8.27496              0              0
        8.28329              0              0
        8.29163              0              0
        8.29996              0              0
        8.30829              0              0
        8.31663              0              0
        8.32496              0              0
        8.33329              0              0
        8.34163              0              0
        8.34996              0              0
        8.35829              0              0
        8.36662              0              0
        8.37496              0              0
        8.38329              0              0
        8.39162              0              0
        8.39996              0              0
        8.40829              0              0
        8.41662              0              0
        8.42496              0              0
        8.43329              0              0
        8.44162              0              0
        8.44996              0              0
        8.45829              0              0
        8.46662              0              0
        8.47496              0              0
        8.48329              0              0
        8.49162              0              0
        8.49996              0              0
        8.50829              0              0
        8.51662              0              0
        8.52496              0              0
        8.53329              0              0
        8.54162              0              0
        8.54996              0              0
        8.55829              0              0
        8.56662              0              0
        8.57495              0              0
        8.58329              0              0
        8.59162              0              0
        8.59995              0              0
        8.60829              0              0
        8.61662              0              0
        8.62495              0              0
        8.63329              0              0
        8.64162              0              0
        8.64995              0              0
        8.65829              0              0
        8.66662              0              0
        8.67495              0              0
        8.68329              0              0
        8.69162              0              0
        8.69995              0              0
        8.70829              0              0
        8.71662              0              0
        8.72495              0              0
        8.73329              0              0
        8.74162              0              0
        8.74995              0              0
        8.75829              0              0
        8.76662              0              0
        8.77495              0              0
        8.78329              0              0
        8.79162              0              0
        8.79995              0              0
        8.80828              0              0
        8.81662              0              0
        8.82495              0              0
        8.83328              0              0
        8.84162              0              0
        8.84995              0              0
        8.85828              0              0
        8.86662              0              0
        8.87495              0              0
        8.88328              0              0
        8.89162              0              0
        8.89995              0              0
        8.90828              0              0
        8.91662              0              0
        8.92495              0              0
        8.93328              0              0
        8.94162              0              0
        8.94995              0              0
        8.95828              0              0
        8.96662              0              0
        8.97495              0              0
        8.98328              0              0
        8.99162              0              0
        8.99995              0              0
        9.00828              0              0
        9.01661              0              0
        9.02495              0              0
        9.03328              0              0
        9.04161              0              0
        9.04995              0              0
        9.05828              0              0
        9.06661              0              0
        9.07495              0              0
        9.08328              0              0
        9.09161              0              0
        9.09995              0              0
        9.10828              0              0
        9.11661              0              0
        9.12495              0              0
        9.13328              0              0
        9.14161              0              0
        9.14995              0              0
        9.15828              0              0
        9.16661              0              0
        9.17495              0              0
        9.18328              0              0
        9.19161              0              0
        9.19995              0              0
        9.20828              0              0
        9.21661              0              0
        9.22495              0              0
        9.23328              0              0
        9.24161              0              0
        9.24994              0              0
        9.25828              0              0
        9.26661              0              0
        9.27494              0              0
        9.28328              0              0
        9.29161              0              0
        9.29994              0              0
        9.30828              0              0
        9.31661              0              0
        9.32494              0              0
        9.33328              0              0
        9.34161              0              0
        9.34994              0              0
        9.35828              0              0
        9.36661              0              0
        9.37494              0              0
        9.38328              0              0
        9.39161              0              0
        9.39994              0              0
        9.40828              0              0
        9.41661              0              0
        9.42494              0              0
        9.43328              0              0
        9.44161              0              0
        9.44994              0              0
        9.45827              0              0
        9.46661              0              0
        9.47494              0              0
        9.48327              0              0
        9.49161              0              0
        9.49994              0              0
        9.50827              0              0
        9.51661              0              0
        9.52494              0              0
        9.53327              0              0
        9.54161              0              0
        9.54994              0              0
        9.55827              0              0
        9.56661              0              0
        9.57494              0              0
        9.58327              0              0
        9.59161              0              0
        9.59994              0              0
        9.60827              0              0
        9.61661              0              0
        9.62494              0              0
        9.63327              0              0
        9.64161              0              0
        9.64994              0              0
        9.65827              0              0
         9.6666              0              0
        9.67494              0              0
        9.68327              0              0
         9.6916              0              0
        9.69994              0              0
        9.70827              0              0
         9.7166              0              0
        9.72494              0              0
        9.73327              0              0
         9.7416              0              0
        9.74994              0              0
        9.75827              0              0
         9.7666              0              0
        9.77494              0              0
        9.78327              0              0
         9.7916              0              0
        9.79994              0              0
        9.80827              0              0
         9.8166              0              0
        9.82494              0              0
        9.83327              0              0
         9.8416              0              0
        9.84994              0              0
        9.85827              0              0
         9.8666              0              0
        9.87494              0              0
        9.88327              0              0
         9.8916              0              0
        9.89993              0              0
        9.90827              0              0
         9.9166              0              0
        9.92493              0              0
        9.93327              0              0
         9.9416              0              0
        9.94993              0              0
        9.95827              0              0
         9.9666              0              0
        9.97493              0              0
        9.98327              0              0
         9.9916              0              0
        9.99993              0              0
